Martial Status,Sex,Year,Age,Education,Job,Skill Level,Area Type,Type of unemployment
Widowed,Both,2014,20,Advanced,Car driver,NaN,Rural,Have a job
Divorced of separated legally,Male,2019,50,Basic,IT Developer,No skill,Rural,Don't have a job
Married,Female,2001,45,Basic,Accountant,NaN,Rural,Don't have a job
NaN,Female,2018,51,Intermediate,Doctor,medium,National,Don't have a job
Widowed,Both,2018,40,Intermediate,Doctor,advanced,National,Don't have a job
Married,Both,2006,18,Advanced,Architect,low,Rural,Don't have a job
Widowed,Both,2009,45,Basic,Artist,advanced,Rural,Have a job
Widowed,Both,2012,62,Intermediate,Teacher,No skill,National,Don't have a job
Married,Male,2022,31,NaN,IT Developer,advanced,Urban,Have a job
Divorced of separated legally,Male,2008,46,Basic,Accountant,medium,Rural,Don't have a job
Single,Female,2020,27,Less than basic,Car driver,medium,Urban,Don't have a job
Widowed,Both,2003,17,Intermediate,Banker,NaN,Urban,Have a job
Widowed,Both,2021,51,Intermediate,Artist,NaN,Urban,Have a job
NaN,Male,2023,53,Less than basic,Car driver,medium,Urban,Don't have a job
Married,Male,2022,28,Advanced,Architect,NaN,Rural,Have a job
Divorced of separated legally,Female,2008,31,Intermediate,IT Developer,medium,Urban,Don't have a job
Divorced of separated legally,Male,2021,39,NaN,Artist,low,Urban,Have a job
Divorced of separated legally,Male,2000,32,Advanced,Car driver,medium,Rural,Have a job
NaN,Both,2001,56,Basic,Doctor,NaN,National,Don't have a job
Divorced of separated legally,Male,2015,24,Advanced,IT Developer,NaN,National,Have a job
NaN,Female,2009,49,Advanced,Artist,low,Urban,Have a job
NaN,Female,2009,35,Intermediate,IT Developer,advanced,Rural,Don't have a job
NaN,Female,2006,49,NaN,Architect,NaN,Rural,Have a job
Married,Both,2007,64,Less than basic,Accountant,No skill,Rural,Don't have a job
Single,Female,2015,59,Intermediate,Car driver,low,Rural,Have a job
Married,Both,2004,65,Advanced,Doctor,advanced,National,Don't have a job
Widowed,Female,2022,21,NaN,Doctor,advanced,Urban,Have a job
Widowed,Both,2017,38,Advanced,Accountant,medium,National,Have a job
Widowed,Female,2013,41,Less than basic,Architect,NaN,National,Don't have a job
Widowed,Male,2009,56,Basic,Accountant,NaN,Rural,Don't have a job
Single,Male,2014,44,Intermediate,Architect,advanced,Urban,Have a job
Divorced of separated legally,Male,2003,42,NaN,Banker,NaN,Urban,Have a job
Single,Female,2022,24,NaN,Doctor,medium,National,Have a job
NaN,Male,2008,31,Less than basic,Car driver,low,Rural,Have a job
Divorced of separated legally,Both,2014,63,Less than basic,Banker,No skill,Urban,Don't have a job
NaN,Male,2017,58,Basic,Doctor,low,National,Have a job
Widowed,Female,2012,39,Basic,Car driver,No skill,Rural,Don't have a job
NaN,Female,2013,51,Basic,Architect,No skill,National,Have a job
Single,Male,2021,23,Basic,Accountant,NaN,Rural,Don't have a job
Divorced of separated legally,Male,2003,59,NaN,Accountant,medium,Rural,Have a job
NaN,Male,2004,22,Advanced,IT Developer,NaN,National,Have a job
Single,Both,2020,41,Advanced,Banker,advanced,Rural,Have a job
Married,Both,2010,63,Intermediate,Accountant,advanced,National,Don't have a job
Divorced of separated legally,Female,2008,17,Basic,Teacher,No skill,Urban,Don't have a job
Divorced of separated legally,Male,2011,54,Advanced,Accountant,advanced,National,Don't have a job
Divorced of separated legally,Female,2016,26,Less than basic,IT Developer,NaN,Urban,Don't have a job
Married,Female,2008,55,Intermediate,Car driver,low,Rural,Have a job
Single,Male,2017,24,NaN,Doctor,No skill,National,Don't have a job
Widowed,Both,2021,29,Advanced,Car driver,advanced,Urban,Don't have a job
Single,Both,2019,54,Basic,Doctor,medium,Rural,Don't have a job
Widowed,Male,2000,29,Intermediate,Architect,NaN,National,Don't have a job
Divorced of separated legally,Male,2007,51,Basic,Accountant,medium,National,Don't have a job
NaN,Female,2007,24,Basic,Accountant,No skill,National,Don't have a job
Widowed,Both,2007,22,Advanced,Banker,advanced,Rural,Have a job
Married,Female,2018,27,NaN,Accountant,No skill,Rural,Don't have a job
Married,Female,2002,18,Less than basic,Accountant,NaN,Rural,Have a job
Divorced of separated legally,Both,2012,17,Less than basic,Architect,NaN,Rural,Have a job
Single,Female,2015,16,Basic,Doctor,low,Rural,Have a job
Divorced of separated legally,Male,2016,46,Intermediate,Architect,advanced,Rural,Have a job
Divorced of separated legally,Male,2023,17,Basic,Architect,No skill,National,Have a job
Single,Female,2012,31,Intermediate,IT Developer,advanced,Rural,Don't have a job
Married,Male,2014,23,Basic,Architect,low,National,Have a job
Married,Both,2015,46,Basic,Architect,NaN,Rural,Have a job
Widowed,Female,2019,33,Intermediate,Doctor,advanced,Rural,Don't have a job
Single,Male,2005,51,NaN,IT Developer,advanced,Rural,Don't have a job
Married,Female,2008,52,Less than basic,IT Developer,medium,Urban,Don't have a job
NaN,Both,2005,52,Intermediate,Accountant,medium,Urban,Have a job
Divorced of separated legally,Both,2022,44,NaN,Architect,NaN,Urban,Don't have a job
Widowed,Male,2007,20,Basic,IT Developer,medium,Rural,Don't have a job
NaN,Male,2004,17,Less than basic,Doctor,NaN,Rural,Don't have a job
Married,Male,2021,43,Intermediate,Car driver,low,Rural,Have a job
Divorced of separated legally,Female,2016,21,Advanced,Teacher,No skill,Urban,Have a job
Married,Both,2022,53,Basic,Accountant,medium,Urban,Don't have a job
NaN,Male,2021,28,Intermediate,Artist,No skill,Rural,Don't have a job
NaN,Female,2000,30,Intermediate,Artist,No skill,Urban,Have a job
Married,Male,2014,50,Intermediate,Banker,medium,Urban,Don't have a job
Widowed,Both,2010,43,NaN,Banker,NaN,Rural,Have a job
Married,Male,2011,38,Advanced,Teacher,low,Rural,Don't have a job
Married,Female,2004,46,Basic,Accountant,advanced,National,Don't have a job
Married,Male,2004,34,Less than basic,IT Developer,medium,National,Don't have a job
Widowed,Male,2002,47,Basic,Architect,low,Urban,Have a job
NaN,Female,2023,33,NaN,Banker,medium,Rural,Don't have a job
NaN,Female,2003,22,Less than basic,Banker,advanced,Urban,Have a job
NaN,Male,2022,47,NaN,Accountant,low,Rural,Have a job
NaN,Both,2016,39,NaN,Car driver,No skill,National,Have a job
Divorced of separated legally,Female,2019,33,Basic,Artist,advanced,Rural,Don't have a job
Married,Female,2013,22,Basic,Car driver,advanced,National,Don't have a job
Married,Female,2014,56,NaN,Teacher,low,National,Don't have a job
Single,Female,2023,23,Advanced,Doctor,low,Rural,Don't have a job
Widowed,Both,2020,20,Less than basic,Car driver,advanced,National,Have a job
Divorced of separated legally,Female,2005,49,Basic,Car driver,low,Urban,Have a job
NaN,Female,2001,45,Less than basic,IT Developer,No skill,Rural,Don't have a job
Married,Both,2013,33,Advanced,Banker,medium,Rural,Have a job
Single,Male,2020,44,NaN,Banker,medium,Rural,Don't have a job
NaN,Female,2001,34,Less than basic,Car driver,NaN,Rural,Have a job
Widowed,Female,2005,43,Intermediate,Car driver,medium,Urban,Have a job
Widowed,Both,2003,32,Advanced,Accountant,low,Urban,Don't have a job
Married,Both,2001,61,Basic,Banker,advanced,Urban,Don't have a job
Widowed,Female,2000,63,Basic,Accountant,low,Urban,Don't have a job
NaN,Male,2013,47,Intermediate,Doctor,NaN,National,Have a job
Single,Both,2010,60,NaN,Artist,medium,Urban,Don't have a job
Widowed,Female,2001,62,Basic,IT Developer,NaN,National,Have a job
Married,Female,2001,42,Intermediate,Banker,medium,National,Have a job
NaN,Male,2022,53,Advanced,Teacher,advanced,National,Don't have a job
Married,Male,2016,25,Intermediate,Teacher,medium,Rural,Don't have a job
Single,Both,2017,22,NaN,Banker,advanced,Rural,Don't have a job
Divorced of separated legally,Female,2009,46,Advanced,Accountant,advanced,Rural,Have a job
Divorced of separated legally,Both,2021,15,Advanced,Banker,medium,National,Have a job
Single,Both,2010,57,Less than basic,Doctor,low,National,Have a job
Single,Both,2003,50,Intermediate,IT Developer,medium,National,Have a job
Single,Female,2006,36,Advanced,Artist,low,Urban,Have a job
Widowed,Both,2008,26,Basic,Doctor,medium,Urban,Have a job
Divorced of separated legally,Male,2013,60,Less than basic,IT Developer,No skill,Urban,Don't have a job
Single,Female,2017,44,Intermediate,Banker,No skill,National,Don't have a job
NaN,Female,2021,25,NaN,IT Developer,No skill,Urban,Have a job
Divorced of separated legally,Both,2000,45,Intermediate,IT Developer,medium,Rural,Have a job
Married,Female,2002,39,Intermediate,Doctor,No skill,National,Have a job
Divorced of separated legally,Both,2010,16,Intermediate,Banker,advanced,Urban,Don't have a job
NaN,Female,2002,47,NaN,Artist,No skill,Urban,Don't have a job
Single,Male,2003,62,Advanced,Accountant,low,Urban,Have a job
Single,Female,2015,31,NaN,Banker,NaN,National,Have a job
Divorced of separated legally,Female,2014,51,Basic,Artist,medium,National,Have a job
Married,Both,2009,62,NaN,Accountant,medium,Rural,Don't have a job
Married,Female,2015,62,Less than basic,IT Developer,No skill,Urban,Have a job
Single,Both,2011,47,NaN,Car driver,advanced,Rural,Don't have a job
NaN,Female,2003,62,Advanced,Accountant,advanced,National,Don't have a job
Widowed,Both,2017,16,Intermediate,Accountant,No skill,Rural,Don't have a job
Married,Male,2008,58,NaN,Artist,low,Urban,Don't have a job
Widowed,Both,2018,47,NaN,IT Developer,medium,Rural,Don't have a job
Married,Both,2006,44,Advanced,Architect,No skill,National,Have a job
Single,Female,2018,57,Intermediate,Architect,NaN,National,Don't have a job
Single,Both,2003,45,Advanced,Car driver,low,Rural,Don't have a job
Single,Both,2002,32,Advanced,Artist,NaN,Urban,Have a job
Married,Male,2011,58,Basic,Doctor,medium,Urban,Don't have a job
NaN,Male,2021,44,Advanced,Architect,low,National,Don't have a job
Divorced of separated legally,Female,2016,29,NaN,Banker,low,National,Don't have a job
Divorced of separated legally,Female,2018,25,Less than basic,Doctor,NaN,National,Have a job
Single,Female,2009,22,Basic,IT Developer,medium,Rural,Don't have a job
Single,Male,2010,21,Intermediate,Car driver,low,Rural,Have a job
NaN,Both,2002,32,Advanced,Architect,medium,Urban,Don't have a job
Divorced of separated legally,Female,2003,52,Less than basic,Car driver,NaN,National,Have a job
Widowed,Female,2001,19,Less than basic,Architect,medium,Rural,Don't have a job
Married,Both,2016,18,NaN,Artist,NaN,Rural,Don't have a job
Married,Both,2004,48,Advanced,Artist,No skill,Rural,Have a job
Divorced of separated legally,Female,2014,39,NaN,Banker,NaN,National,Have a job
NaN,Both,2005,55,NaN,Teacher,medium,Rural,Don't have a job
Widowed,Male,2015,17,Intermediate,Artist,NaN,Urban,Have a job
Married,Both,2002,42,Advanced,Artist,No skill,National,Have a job
NaN,Both,2000,53,NaN,Architect,No skill,National,Don't have a job
Married,Male,2023,43,NaN,Teacher,advanced,Urban,Have a job
Single,Both,2020,38,Less than basic,IT Developer,NaN,Rural,Don't have a job
Divorced of separated legally,Female,2023,17,Less than basic,Car driver,No skill,Urban,Have a job
Widowed,Female,2015,46,Advanced,IT Developer,medium,Urban,Don't have a job
Married,Both,2003,28,Basic,IT Developer,advanced,National,Have a job
Married,Female,2008,48,Basic,Teacher,medium,Urban,Don't have a job
Single,Male,2016,57,Advanced,Accountant,NaN,National,Don't have a job
Divorced of separated legally,Both,2020,56,Advanced,IT Developer,low,National,Don't have a job
Married,Male,2001,28,NaN,Architect,low,Urban,Have a job
NaN,Both,2016,23,Intermediate,Banker,medium,Urban,Don't have a job
NaN,Male,2013,51,Advanced,Accountant,NaN,Urban,Have a job
Widowed,Both,2013,37,NaN,IT Developer,advanced,Urban,Don't have a job
Single,Male,2015,36,Advanced,Accountant,medium,Rural,Don't have a job
Divorced of separated legally,Male,2012,33,Intermediate,Accountant,medium,Urban,Have a job
Widowed,Both,2003,53,Less than basic,Artist,medium,National,Don't have a job
Married,Both,2001,49,Basic,Artist,No skill,Rural,Have a job
Divorced of separated legally,Female,2003,23,Intermediate,Artist,medium,Urban,Don't have a job
Widowed,Female,2005,31,Less than basic,Teacher,NaN,Rural,Don't have a job
Single,Both,2023,51,Basic,Architect,advanced,Urban,Don't have a job
Single,Female,2015,37,Less than basic,Teacher,advanced,National,Don't have a job
Married,Female,2004,62,Intermediate,Accountant,low,Rural,Have a job
Single,Male,2005,28,Less than basic,Teacher,NaN,National,Don't have a job
Divorced of separated legally,Female,2012,23,Basic,Teacher,NaN,National,Have a job
Divorced of separated legally,Male,2011,20,Basic,Banker,No skill,National,Have a job
Widowed,Male,2023,19,Basic,Architect,low,Rural,Have a job
Divorced of separated legally,Both,2001,60,NaN,Banker,medium,Urban,Have a job
Widowed,Male,2022,16,Intermediate,IT Developer,low,Urban,Have a job
Divorced of separated legally,Male,2016,26,Intermediate,Banker,low,Rural,Don't have a job
NaN,Female,2002,43,Less than basic,Artist,No skill,Rural,Have a job
Divorced of separated legally,Male,2023,55,Basic,Banker,No skill,Rural,Don't have a job
Widowed,Both,2012,63,NaN,Banker,medium,Urban,Don't have a job
Single,Both,2006,59,Advanced,Artist,NaN,Urban,Have a job
NaN,Male,2023,32,Intermediate,Banker,NaN,National,Don't have a job
Married,Female,2011,55,Advanced,Doctor,medium,Rural,Have a job
Widowed,Male,2009,53,NaN,Teacher,advanced,Urban,Don't have a job
Widowed,Male,2004,30,Basic,IT Developer,low,Rural,Don't have a job
Divorced of separated legally,Female,2003,31,Basic,Car driver,NaN,Urban,Don't have a job
Single,Male,2009,38,Basic,Teacher,medium,National,Don't have a job
NaN,Female,2004,25,Intermediate,Banker,medium,National,Have a job
Married,Female,2000,44,Less than basic,Doctor,medium,Urban,Have a job
NaN,Both,2021,65,Basic,Artist,No skill,National,Have a job
NaN,Male,2018,15,Intermediate,Car driver,medium,Rural,Have a job
Widowed,Male,2017,22,NaN,Banker,medium,National,Have a job
Widowed,Female,2007,40,Advanced,Artist,NaN,National,Have a job
Married,Both,2018,32,NaN,Artist,low,Urban,Have a job
NaN,Both,2022,64,Less than basic,Architect,low,Rural,Have a job
Widowed,Both,2022,49,Advanced,Architect,NaN,Urban,Don't have a job
Widowed,Female,2015,19,Intermediate,Doctor,low,Rural,Have a job
Single,Female,2019,46,NaN,Doctor,NaN,Rural,Don't have a job
Divorced of separated legally,Male,2019,41,Intermediate,Accountant,advanced,National,Don't have a job
Widowed,Female,2006,16,Advanced,Banker,low,Urban,Have a job
Widowed,Male,2007,42,Advanced,Teacher,advanced,Rural,Don't have a job
Widowed,Male,2005,27,Basic,Artist,medium,National,Have a job
Single,Male,2003,27,NaN,Banker,medium,Rural,Have a job
NaN,Female,2006,53,NaN,IT Developer,NaN,Rural,Don't have a job
Divorced of separated legally,Female,2015,65,NaN,IT Developer,NaN,National,Have a job
Divorced of separated legally,Both,2003,64,NaN,Accountant,No skill,National,Don't have a job
NaN,Female,2000,20,Advanced,Accountant,low,National,Have a job
Widowed,Male,2018,26,Advanced,Car driver,No skill,Urban,Have a job
Widowed,Both,2013,35,NaN,Artist,low,Urban,Have a job
Divorced of separated legally,Both,2005,46,Less than basic,Teacher,medium,National,Don't have a job
Divorced of separated legally,Both,2015,44,Intermediate,Architect,No skill,Rural,Don't have a job
NaN,Male,2003,39,NaN,Car driver,medium,Urban,Have a job
NaN,Both,2022,43,Intermediate,Banker,NaN,Urban,Have a job
Single,Male,2018,45,Less than basic,Teacher,medium,Urban,Have a job
Widowed,Female,2023,16,NaN,Car driver,low,Rural,Have a job
NaN,Female,2018,48,Intermediate,Artist,No skill,Rural,Don't have a job
Widowed,Both,2006,39,Advanced,Architect,No skill,Rural,Have a job
Single,Both,2001,47,Basic,Doctor,NaN,Rural,Have a job
Single,Female,2013,20,Intermediate,Accountant,low,National,Don't have a job
NaN,Male,2003,54,Intermediate,Architect,NaN,Rural,Have a job
Divorced of separated legally,Female,2008,36,NaN,Accountant,NaN,Urban,Have a job
NaN,Male,2016,19,Intermediate,Accountant,low,National,Don't have a job
Single,Female,2015,56,Less than basic,Teacher,advanced,Rural,Don't have a job
Married,Both,2014,62,Less than basic,Architect,low,Urban,Have a job
Divorced of separated legally,Female,2019,50,Advanced,Architect,medium,Urban,Don't have a job
Divorced of separated legally,Male,2020,57,Intermediate,Banker,No skill,Rural,Don't have a job
Married,Female,2017,65,Basic,IT Developer,low,National,Have a job
Divorced of separated legally,Male,2006,40,Advanced,Artist,low,National,Have a job
Single,Both,2012,40,Basic,Doctor,low,Rural,Don't have a job
Married,Both,2013,47,Advanced,Car driver,NaN,Urban,Have a job
Single,Female,2009,31,NaN,Car driver,NaN,Urban,Don't have a job
Divorced of separated legally,Male,2020,37,Advanced,IT Developer,medium,Urban,Don't have a job
NaN,Both,2023,25,NaN,Accountant,advanced,National,Have a job
Single,Male,2016,59,Basic,Artist,No skill,Urban,Don't have a job
Widowed,Both,2021,61,Basic,Accountant,advanced,Rural,Have a job
Married,Female,2005,35,Less than basic,Car driver,No skill,National,Don't have a job
Widowed,Male,2017,59,NaN,Artist,low,Urban,Don't have a job
Divorced of separated legally,Female,2002,23,Advanced,Teacher,low,Rural,Don't have a job
